"","Organization","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Number of Publications"
"177","Havard","AN ALIGNMENT FREE NETWORK APPROACH TO ANALYZING HIGHLY RECOMBINANT MALARIA PARASI","NIGMS",8608551,"5R21GM100207-02",5,"R21","GM",100207,2,"",NA,9974889,"BUCKEE, CAROLINE O'FLAHERTY","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,193959,NA,"37"
"178","Havard","A FORWARD GENETIC SCREEN TO IDENTIFY DETERMINANTS OF MALARIA STAGE CONVERSION","NIAID",8603847,"5R21AI105328-02",5,"R21","AI",105328,2,"",NA,8893092,"MARTI, MATTHIAS ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,194608,NA,"32"
"179","Havard","SAFETY AND HEALTH MANAGEMENT OF HAZARDS ASSOCIATED WITH EMERGING TECHNOLOGIES.","NIEHS",8711467,"5R25ES023635-02",5,"R25","ES",23635,2,"",NA,1896709,"HERRICK, ROBERT F","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,200000,NA,"40"
"180","Havard","PIPELINES INTO BIOSTATISTICS: TRAINING IN QUANTITATIVE PUBLIC HEALTH","NIGMS",8727591,"5T36GM093773-02",5,"T36","GM",93773,2,"",NA,2090425,"BETENSKY, REBECCA A.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,201912,NA,NA
"181","Havard","MERGING MICROFLUDICS AND METAGENOMICS FOR NOVEL HIGH - THROUGHOUT VIRUS DISCOVERY","NIAID",8605835,"5R21AI101291-03",5,"R21","AI",101291,3,"",NA,7643261,"WEITZ, DAVID A","Not Applicable","HARVARD UNIVERSITY",NA,2014,202025,NA,"248"
"182","Havard","TRAINING IN NEUROSTATISTICS AND NEUROEPIDEMIOLOGY","NINDS",8667021,"2T32NS048005-11",2,"T32","NS",48005,11,"",NA,2090425,"BETENSKY, REBECCA A.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,203349,NA,NA
"183","Havard","REAL TIME FMRI FEEDBACK AND AUDITORY PROCESSING IN SCHIZOPHRENIA","NIMH",8676940,"5R21MH094509-02",5,"R21","MH",94509,2,"",NA,1908552,"NIZNIKIEWICZ, MARGARET A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,207270,NA,"67"
"184","Havard","DEVELOPMENT OF VALIDATED DROSOPHILA IN VIVO RNAI MODELS OF HUMAN DISEASES","OD",8903325,"3R24OD011176-04S1",3,"R24","OD",11176,4,"S1",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,210011,NA,"197"
"185","Havard","PROTEIN COMPLEX INTER-CONNECTIONS IN DROSOPHILA","NHGRI",8633470,"5R21HG007123-02",5,"R21","HG",7123,2,"",NA,1955020,"ARTAVANIS-TSAKONAS, SPYRIDON ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,211875,NA,"0"
"186","Havard","LISTERIA MONOCYTOGENES INFECTION OF THE BRAIN","NIAID",8638530,"1R21AI103806-01A1",1,"R21","AI",103806,1,"A1",NA,7525755,"HIGGINS, DARREN E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,211875,NA,"35"
"187","Havard","COMPARATIVE EFFECTIVENESS OF TREATMENT REGIMENS IN LUNG CANCER","NIA",8668628,"1R21AG047175-01",1,"R21","AG",47175,1,"",NA,2184906,"LAMONT, ELIZABETH B","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,211875,NA,"25"
"188","Havard","BIOMEDICAL DATA SCIENCE ONLINE CURRICULUM ON HARVARDX","NIGMS",8829975,"1R25GM114818-01",1,"R25","GM",114818,1,"",NA,7710845,"IRIZARRY, RAFAEL ANGEL","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,213099,NA,"25"
"189","Havard","BMP2 SIGNALING OF THE DEVELOPMENT OF OSETOARTHRITIS","NIAMS",8628049,"5R21AR063955-02",5,"R21","AR",63955,2,"",NA,1944055,"ROSEN, VICKI ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,216113,NA,"36"
"190","Havard","NEXT GENERATION OF BOTULINUM NEUROTOXINS WITH ENHANCED BINDING TO HUMAN RECEPTORS","NINDS",8739323,"5R21NS082830-02",5,"R21","NS",82830,2,"",NA,8880839,"DONG, MIN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,216562,NA,"14"
"191","Havard","QUANT. METHODS FOR SYSTEMS-LEVEL ANALYSES OF REGULATION & SIGNALING DYNAMICS","NIGMS",8727604,"5R01GM096193-05",5,"R01","GM",96193,5,"",NA,9834897,"AIROLDI, EDOARDO MARIA","Not Applicable","HARVARD UNIVERSITY",NA,2014,217639,NA,"25"
"192","Havard","SMALL MOLECULE SCREEN TARGETING P53 PROTEOLYSIS IN HPV POSITIVE CANCERS","NCI",8641680,"5R21CA175473-02",5,"R21","CA",175473,2,"",NA,1863889,"HOWLEY, PETER M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,221615,NA,"44"
"193","Havard","REGULATION OF CORTICAL CIRCUIT DEVELOPMENT BY SONIC HEDGEHOG SIGNALING","NINDS",8804533,"1K01NS089720-01",1,"K01","NS",89720,1,"",NA,3152899,"HARWELL, COREY C","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,222475,NA,"3"
"194","Havard","BUILDING RESEARCH CAPACITY TO IMPROVE MENTAL HEALTH IN CHINA ACROSS THE LIFESPAN","FIC",8707578,"5D43TW009081-04",5,"D43","TW",9081,4,"",NA,2085027,"GOOD, BYRON J. ","GOOD, MARY-JO DELVECCHIO","HARVARD MEDICAL SCHOOL",NA,2014,222615,NA,"9"
"195","Havard","PRIORITIZING FOLLOW-UP OF GWAS LOCI USING GENETIC AND FUNCTIONAL ANNOTATION DATA","NCI",8753749,"1R21CA182821-01A1",1,"R21","CA",182821,1,"A1",NA,10332140,"LINDSTROEM, SARA ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,222955,NA,NA
"196","Havard","GENETICS AND GENOMICS PHD TRAINING GRANT","NIGMS",8676812,"5T32GM096911-04",5,"T32","GM",96911,4,"",NA,1863326,"WINSTON, FRED M.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,225670,NA,NA
"197","Havard","ANTAGONIZING MIRNAS IN A STRATEGY TO CURE HSV LATENCY","NIAID",8627110,"5R21AI105896-02",5,"R21","AI",105896,2,"",NA,1888951,"COEN, DONALD M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,227244,NA,"86"
"198","Havard","ENVIRONMENTAL CHEMICALS; EXOSOMAL MIRNAS IN OVARIAN FOLLICLES; AND IVF SUCCESS","NIEHS",8750977,"1R21ES024236-01",1,"R21","ES",24236,1,"",NA,1871968,"HAUSER, RUSS B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,227840,NA,"185"
"199","Havard","DOCTORAL TRAINING PROGRAM IN TROPICAL DISEASES","NIAID",8740781,"2T32AI049928-11A1",2,"T32","AI",49928,11,"A1",NA,1882086,"WIRTH, DYANN F ","KANKI, PHYLLIS J.","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,229450,NA,"107"
"200","Havard","TARGETING CELL SEPARATION SYSTEMS OF GRAM-NEGATIVE BACTERIA.","NIAID",8703851,"1R21AI111713-01",1,"R21","AI",111713,1,"",NA,9360769,"BERNHARDT, THOMAS G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,230932,NA,"35"
"201","Havard","AUTOMATED PROCEDURE GUIDANCE WITH ULTRASOUND IMAGING CATHETERS","NIBIB",8824041,"1R21EB018938-01A1",1,"R21","EB",18938,1,"A1",NA,1972575,"HOWE, ROBERT D","Not Applicable","HARVARD UNIVERSITY",NA,2014,231259,NA,"62"
"202","Havard","DEVELOPMENT OF TONIC AND PHASIC NEURAL SYSTEMS MEDIATING AFFECT AND ANXIETY","NIMH",8694093,"5R00MH087813-05",5,"R00","MH",87813,5,"",NA,9763495,"SOMERVILLE, LEAH HELENE","Not Applicable","HARVARD UNIVERSITY",NA,2014,236188,NA,"22"
"203","Havard","CHRONIC EFFECTS OF WEATHER FLUCTUATIONS: POPULATION SUSCEPTIBILITY AND ADAPTATION","NIEHS",8695767,"1R21ES024012-01A1",1,"R21","ES",24012,1,"A1",NA,10676146,"ZANOBETTI, ANTONELLA ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,242803,NA,"108"
"204","Havard","THEORY AND METHODS FOR SUFFICIENT CAUSE INTERACTIONS","NIEHS",8607940,"5R01ES017876-05",5,"R01","ES",17876,5,"",NA,8726901,"VANDERWEELE, TYLER ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,245617,NA,"158"
"205","Havard","REGULATION OF QUIESCENCE AND ACTIVATION IN SKIN STEM CELLS","NIAMS",8902307,"4R00AR063127-03",4,"R00","AR",63127,3,"",NA,10419279,"HSU, YA-CHIEH ","Not Applicable","HARVARD UNIVERSITY",NA,2014,249000,NA,"7"
"206","Havard","BMP2 REGULATION OF THE INTRAMEMBRANOUS BONE STEM CELL NICHE","NIDCR",8680208,"5R00DE021069-05",5,"R00","DE",21069,5,"",NA,10181825,"INTINI, GIUSEPPE ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,249001,NA,"12"
"207","Havard","PREDICTIVE OPTIMAL ANTICLOTTING TREATMENT FOR SEGMENTED PATIENT POPULATIONS","NLM",8723295,"5R01LM011566-02",5,"R01","LM",11566,2,"",NA,6436110,"TONELLATO, PETER J.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,250209,NA,"15"
"208","Havard","REGULATORY MECHANISMS AND ROLE OF THE PI3K-TSC-MTOR SIGNALING NETWORK IN TUMORS","NCI",8657834,"5R01CA122617-09",5,"R01","CA",122617,9,"",NA,8471894,"MANNING, BRENDAN D.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,250558,NA,"67"
"209","Havard","MECHANISM OF CRL4-CDT2; AN S PHASE-SPECIFIC UBIQUITIN LIGASE","NIGMS",8641382,"5R01GM080676-07",5,"R01","GM",80676,7,"",NA,1867974,"WALTER, JOHANNES ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,251423,NA,"61"
"210","Havard","A GESTURE TRAINING FOR LOW-INCOME PARENTS TO IMPROVE CHILD VOCABULARY DEVELOPMENT","NICHD",8896968,"7R21HD078771-02",7,"R21","HD",78771,2,"",NA,7548879,"ROWE, MEREDITH L","Not Applicable","HARVARD UNIVERSITY",NA,2014,253500,NA,"19"
"211","Havard","INNOVATIVE REPORTERS TO CHARACTERIZE HETEROGENEOUS STATES AMONG CELLS","NIDA",8825155,"1R21DA039582-01",1,"R21","DA",39582,1,"",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,254250,NA,"197"
"212","Havard","MDM2 AND MDMX FUNCTION TOGETHER AS THE P53 E3 LIGASE","NCI",8706810,"5R01CA085679-13",5,"R01","CA",85679,13,"",NA,2091439,"YUAN, ZHI-MIN ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,258826,NA,"28"
"213","Havard","MECHANISM OF THE EUKARYOTIC REPLICATIVE DNA HELICASE","NIGMS",8685271,"5R01GM062267-13",5,"R01","GM",62267,13,"",NA,1867974,"WALTER, JOHANNES ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,261427,NA,"61"
"214","Havard","FUNCTION-SPECIFIC SEROTONERGIC NEURONS; DISCRETE BRAIN TARGETS; AND ADDICTION","NIDA",8700087,"1R21DA036056-01A1",1,"R21","DA",36056,1,"A1",NA,1896284,"DYMECKI, SUSAN M. ","KANTAK, KATHLEEN M.","HARVARD MEDICAL SCHOOL",NA,2014,268038,NA,"31"
"215","Havard","HARVARD SYSTEMS BIOLOGY GRADUATE PROGRAM","NIGMS",8688264,"5T32GM080177-05",5,"T32","GM",80177,5,"",NA,1865979,"SILVER, PAMELA A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,269056,NA,"165"
"216","Havard","HARVARD CHEMICAL BIOLOGY GRADUATE PROGRAM","NIGMS",8690908,"5T32GM095450-04",5,"T32","GM",95450,4,"",NA,2206519,"WALKER, SUZANNE ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,270804,NA,"87"
"217","Havard","TP10-1001; PREPAREDNESS AND EMERGENCY RESPONSE LEARNING CENTER (PERLC)","OPHPR",8735737,"5U90TP000417-05",5,"U90","TP",417,5,"",NA,1961664,"TESTA, MARCIA A","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,277670,NA,"29"
"218","Havard","TRANSGENERATIONAL SUSCEPTIBILITY TO ASTHMA FROM AIR POLLUTION EXPOSURE","NIEHS",8728858,"5R21ES023281-02",5,"R21","ES",23281,2,"",NA,1878463,"KOBZIK, LESTER ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,279798,NA,"81"
"219","Havard","A NEW STATISTICAL FRAMEWORK TO TAME SELECTION BIAS IN HEALTH SCIENCES","NIAID",8759387,"1R21AI113251-01",1,"R21","AI",113251,1,"",NA,6851113,"TCHETGEN TCHETGEN, ERIC JOEL ","PHIRI, KELESITSE ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,285684,NA,"0"
"220","Havard","TRANSGENIC ZEBRAFISH FOR NEUROBIOLOGY","NINDS",8662999,"1R24NS086601-01",1,"R24","NS",86601,1,"",NA,7039484,"ENGERT, FLORIAN ","Not Applicable","HARVARD UNIVERSITY",NA,2014,295750,NA,"37"
"221","Havard","SOCIAL PROTECTION; WORK AND FAMILY STRAIN: DISADVANTAGE EFFECTS IN US AND EUROPE","NIA",8718965,"5R01AG040248-04",5,"R01","AG",40248,4,"",NA,1887078,"BERKMAN, LISA F","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,295823,NA,"107"
"222","Havard","ROLE OF A NOVEL SECRETED PROTEIN TYROSINE KINASE IN DEVELOPMENT","NIDCR",8679884,"1R21DE024312-01",1,"R21","DE",24312,1,"",NA,1898182,"WHITMAN, MALCOLM R.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,296625,NA,"20"
"223","Havard","NETWORK ORGANIZATION OF THE HUMAN AUTOPHAGY SYSTEM","NIGMS",8649052,"5R01GM095567-04",5,"R01","GM",95567,4,"",NA,7736225,"HARPER, JEFFREY W","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,297473,NA,"0"
"224","Havard","COMPARATIVE AND COST-EFFECTIVENESS OF PREVENTING HPV-RELATED DISEASES","NCI",8627587,"5R01CA160744-03",5,"R01","CA",160744,3,"",NA,8689652,"KIM, JANE JOOYUN","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,298877,NA,"89"
"225","Havard","STATISTICAL METHODS FOR CORRELATED AND HIGH-DIMENSIONAL BIOMEDICAL DATA","NCI",8628053,"5R37CA076404-18",5,"R37","CA",76404,18,"",NA,7043086,"LIN, XIHONG ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,299093,NA,"111"
"226","Havard","ENGINEERING SKELETAL MUSCLE WITH BIODEGRADABLE HYDROGELS","NIDCR",8838359,"3R01DE013349-13S1",3,"R01","DE",13349,13,"S1",NA,8116883,"MOONEY, DAVID J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,304010,NA,"207"
"227","Havard","PAPILLOMAVIRUS E2 FUNCTIONS: CELLULAR REGULATION AND EFFECTORS","NCI",8677570,"5R01CA116720-08",5,"R01","CA",116720,8,"",NA,1863889,"HOWLEY, PETER M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,307044,NA,"44"
"228","Havard","HIGH-THROUGHPUT SCREENING AND STEM CELL MODELING OF CAUSAL EQTL VARIANTS","NIGMS",8642199,"5R01GM104464-02",5,"R01","GM",104464,2,"",NA,9758860,"MUSUNURU, KIRAN  ","MIKKELSEN, TARJEI SIGURD","HARVARD UNIVERSITY",NA,2014,307219,NA,"37"
"229","Havard","HEALTH POLICY TRAINING PROGRAM","NIMH",8692490,"5T32MH019733-20",5,"T32","MH",19733,20,"",NA,6276621,"MCGUIRE, THOMAS G.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,308236,NA,"57"
"230","Havard","GENETIC REGULATION OF OVARIOLE DEVELOPMENT IN DROSOPHILA","NICHD",8731144,"5R01HD073499-02",5,"R01","HD",73499,2,"",NA,9282400,"EXTAVOUR, CASSANDRA G","Not Applicable","HARVARD UNIVERSITY",NA,2014,308462,NA,"48"
"231","Havard","POLYNUCLEAR IRON COMPLEXES AS FUNCTIONAL MIMICS OF THE NITROGENASE FEMO-COFACTOR","NIGMS",8668083,"5R01GM098395-04",5,"R01","GM",98395,4,"",NA,10143027,"BETLEY, THEODORE A","Not Applicable","HARVARD UNIVERSITY",NA,2014,308784,NA,"31"
"232","Havard","MECHANISTIC ANALYSIS OF POST-TRANSLATION MEMBRANE PROTEIN INSERTION INTO THE ER.","NIGMS",8635374,"5R01GM099943-03",5,"R01","GM",99943,3,"",NA,9957487,"DENIC, VLADIMIR ","Not Applicable","HARVARD UNIVERSITY",NA,2014,314116,NA,"14"
"233","Havard","SINGLE-MOLECULE STUDIES OF ATP-DEPENDENT CHROMATIN REMODELING","NIGMS",8706191,"5R01GM105637-02",5,"R01","GM",105637,2,"",NA,6139020,"ZHUANG, XIAOWEI ","Not Applicable","HARVARD UNIVERSITY",NA,2014,314194,NA,"87"
"234","Havard","REPROGRAMMING USING SMALL MOLECULES","NIGMS",8629767,"5R01GM096067-03",5,"R01","GM",96067,3,"",NA,3127270,"EGGAN, KEVIN C","Not Applicable","HARVARD UNIVERSITY",NA,2014,314977,NA,"72"
"235","Havard","PATTERNING AND MORPHOGENESIS OF THE VERTEBRATE GUT","NICHD",8688283,"5R01HD047360-10",5,"R01","HD",47360,10,"",NA,1887350,"TABIN, CLIFFORD J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,315228,NA,"94"
"236","Havard","BONE METABOLISM AND BONE METASTASES IN PROSTATE CANCER","NCI",8692714,"5R01CA179129-02",5,"R01","CA",179129,2,"",NA,10458137,"WILSON, KATHRYN M.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,316003,NA,"49"
"237","Havard","GENERATION AND CHARACTERIZATION OF TOOLS FOR TARGET-SPECIFIC DE NOVO DNA METHYLAT","NIDA",8735920,"5R01DA036898-02",5,"R01","DA",36898,2,"",NA,9366875,"MEISSNER, ALEXANDER ","Not Applicable","HARVARD UNIVERSITY",NA,2014,316785,NA,"73"
"238","Havard","PREDOCTORAL TRAINING PROGRAM IN REPRODUCTIVE; PERINATAL & PEDIATRIC EPIDEMIOLOGY","NICHD",8659196,"5T32HD060454-05",5,"T32","HD",60454,5,"",NA,1896518,"MICHELS, KARIN B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,317451,NA,NA
"239","Havard","PROTECTION AGAINST RENAL ISCHEMIC INJURY BY SHORT TERM DIETARY RESTRICTION","NIA",8683051,"5R01AG036712-05",5,"R01","AG",36712,5,"",NA,9286596,"MITCHELL, JAMES ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,318229,NA,"50"
"240","Havard","STOCHASTIC PARTITIONING AND DEGRADATION OF MACROMOLECULES","NIGMS",8728943,"5R01GM095784-04",5,"R01","GM",95784,4,"",NA,8535386,"PAULSSON, JOHAN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,319009,NA,"29"
"241","Havard","MECHANISMS OF VERTEBRATE HEDGEHOG SIGNALING","NIGMS",8692852,"5R01GM092924-04",5,"R01","GM",92924,4,"",NA,7887972,"SALIC, ADRIAN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,319931,NA,"20"
"242","Havard","NOVEL STRATEGY FOR HIV DRUG RESISTANCE MONITORING IN DEVELOPING COUNTRIES.","NIAID",8660274,"5R01AI089350-04",5,"R01","AI",89350,4,"",NA,8368675,"ROWLEY, CHRISTOPHER F","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,320061,NA,"8"
"243","Havard","A COMPARATIVE STRUCTURAL STUDY OF ATP-DEPENDENT CHROMATIN REMODELING COMPLEXES","NIGMS",8629766,"5R01GM092895-04",5,"R01","GM",92895,4,"",NA,9384640,"LESCHZINER, ANDRES ","Not Applicable","HARVARD UNIVERSITY",NA,2014,320255,NA,"9"
"244","Havard","DYNAMICS OF SIGNALING PATHWAYS: MECHANISM AND FUNCTION","NIGMS",8669003,"5R01GM083303-07",5,"R01","GM",83303,7,"",NA,8477044,"LAHAV, GALIT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,320531,NA,"36"
"245","Havard","MICROBIAL ADAPTATION AND THE STATISTICS OF EPISTASIS AND PLEIOTROPY","NIGMS",8683196,"5R01GM104239-02",5,"R01","GM",104239,2,"",NA,11256298,"DESAI, MICHAEL M","Not Applicable","HARVARD UNIVERSITY",NA,2014,321100,NA,"34"
"246","Havard","STUDY OF PHENOTYPIC AND FITNESS EFFECTS OF NON-FUNCTIONAL PROTEIN INTERACTIONS IN","NIGMS",8767150,"1R01GM111955-01",1,"R01","GM",111955,1,"",NA,1881552,"SHAKHNOVICH, EUGENE I","Not Applicable","HARVARD UNIVERSITY",NA,2014,321100,NA,"126"
"247","Havard","THE BIOCHEMICAL CORRELATES OF SLEEP HOMEOSTASIS","NIMH",8716815,"5R01MH099180-02",5,"R01","MH",99180,2,"",NA,11268921,"KALINCHUK, ANNA ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,321750,NA,"7"
"248","Havard","DEVELOPMENT AND ARCHITECTURE OF EPIGENETIC REGULATORY ELEMENTS","NIGMS",8611043,"1R01GM108699-01",1,"R01","GM",108699,1,"",NA,1880621,"AHMAD, KAMRAN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,322050,NA,"0"
"249","Havard","MOLECULAR MECHANISMS OF GERMLINE DNA REPAIR AND DNA DAMAGE RESPONSE","NIGMS",8628381,"1R01GM105853-01A1",1,"R01","GM",105853,1,"A1",NA,1931889,"COLAIACOVO, MONICA P","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,322050,NA,"39"
"250","Havard","MECHANISM OF ACTION OF YEAST SILENCING COMPLEXES","NIGMS",8691861,"5R01GM061641-13",5,"R01","GM",61641,13,"",NA,1940235,"MOAZED, DANESH ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,322050,NA,"63"
"251","Havard","METHODS TO FIND AND MODEL PREDICTORS OF THE CAUSAL EFFECT OF HAART","NIAID",8609550,"5R01AI100762-03",5,"R01","AI",100762,3,"",NA,8879655,"LOK, JUDITH JACQUELINE","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,323000,NA,"14"
"252","Havard","ORGANOMETALLIC CHEMISTRY FOR APPLICATIONS IN BIOMEDICAL SCIENCES","NIGMS",8601710,"5R01GM088237-05",5,"R01","GM",88237,5,"",NA,8960362,"RITTER, TOBIAS ","Not Applicable","HARVARD UNIVERSITY",NA,2014,323750,NA,"59"
"253","Havard","MONITORING NEURAL ACTIVITY IN FREELY BEHAVING ZEBRAFISH LARVAE WITH BIOLUMINESCEN","NIDA",8657024,"5R01DA030304-04",5,"R01","DA",30304,4,"",NA,7039484,"ENGERT, FLORIAN ","Not Applicable","HARVARD UNIVERSITY",NA,2014,324200,NA,"37"
"254","Havard","GUT MICROBIOTA AND INFLAMMATORY MONOCYTES IN COLORECTAL CANCER","NCI",8607163,"5R01CA154426-04",5,"R01","CA",154426,4,"",NA,9151380,"GARRETT, WENDY S.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,325060,NA,"56"
"255","Havard","MODULATION OF P53 FUNCTION BY TYROSINE KINASE NETWORKS","NCI",8704895,"5R01CA167814-03",5,"R01","CA",167814,3,"",NA,2091439,"YUAN, ZHI-MIN ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,325060,NA,"28"
"256","Havard","DESIGNING BIOLOGICAL CIRCUITS","NIGMS",8652442,"5R01GM036373-30",5,"R01","GM",36373,30,"",NA,1865979,"SILVER, PAMELA A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,325732,NA,"165"
"257","Havard","NEW APPROACHES FOR THE DELIVERY OF PROTEINS AND NUCLEIC ACIDS INTO CELLS","NIGMS",8601534,"5R01GM095501-04",5,"R01","GM",95501,4,"",NA,6874950,"LIU, DAVID R","Not Applicable","HARVARD UNIVERSITY",NA,2014,326462,NA,"141"
"258","Havard","THE VARIABILITY OF THE LIFESPAN PHENOTYPE IN C.ELEGANS","NIA",8605143,"5R01AG034994-05",5,"R01","AG",34994,5,"",NA,6711091,"FONTANA, WALTER ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,326857,NA,"12"
"259","Havard","REVERSING AGE-RELATED DYSFUNCTION OF SKELETAL MUSCLE STEM CELLS","NIA",8693897,"5R01AG033053-07",5,"R01","AG",33053,7,"",NA,6155044,"WAGERS, AMY JO","Not Applicable","HARVARD UNIVERSITY",NA,2014,327728,NA,"84"
"260","Havard","THE POPULATION GENETICS OF ANTIBIOTIC RESISTANCE IN MULTI-DRUG ENVIRONMENTS","NIGMS",8701298,"5R01GM081617-08",5,"R01","GM",81617,8,"",NA,8801989,"KISHONY, ROY ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,330051,NA,"53"
"261","Havard","ADDRESSING MENTAL HEALTH DISPARITIES IN REFUGEE CHILDRENL A CBPR COLLABORATION","NIMHD",8655907,"5R24MD008057-02",5,"R24","MD",8057,2,"",NA,8468963,"BETANCOURT, THERESA STICHICK","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,330520,NA,"81"
"262","Havard","GENOMIC FUNCTIONS OF NUCLEOSOME DYNAMICS","NIGMS",8727058,"5R01GM098349-02",5,"R01","GM",98349,2,"",NA,1880621,"AHMAD, KAMRAN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,330525,NA,"0"
"263","Havard","MECHANISMS SPECIFIC TO THE BENEFICIAL EFFECTS OF DIETARY RESTRICTION","NIA",8741907,"5R01AG044346-02",5,"R01","AG",44346,2,"",NA,10419999,"MAIR, WILLIAM B.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,331075,NA,"16"
"264","Havard","MINORITY PHYSICIANS AND RESEARCH CAREERS: APPLYING THE THEORY OF PLANNED BEHAVIOR","NIGMS",8678951,"5R01GM098549-04",5,"R01","GM",98549,4,"",NA,10666019,"KRUPAT, EDWARD ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,331251,NA,"35"
"265","Havard","A P53/NFKB-MEDIATED METABOLIC MECHANISM FOR CHEMOTHERAPY PROTECTION","NCI",8707715,"1R01CA183074-01A1",1,"R01","CA",183074,1,"A1",NA,2091439,"YUAN, ZHI-MIN ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,335113,NA,"28"
"266","Havard","STRUCTURAL BASIS OF IMMUNE CELL RECEPTOR FUNCTION","NIAID",8665370,"5R01AI037581-19",5,"R01","AI",37581,19,"",NA,7780808,"WAGNER, GERHARD ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,335197,NA,"168"
